t,outcome,"Static(0.5)_belief","Static(0.5)_brier","Static(0.5)_log","Bayes(1,1)_belief","Bayes(1,1)_brier","Bayes(1,1)_log","MLE_belief","MLE_brier","MLE_log"
826,1,0.5,0.75,-0.693147,0.496377,0.746364,-0.70042,0.496368,0.746355,-0.700438
827,1,0.5,0.75,-0.693147,0.496984,0.746975,-0.699197,0.496977,0.746968,-0.699211
828,0,0.5,0.75,-0.693147,0.49759,0.752404,-0.688339,0.497585,0.75241,-0.688328
829,0,0.5,0.75,-0.693147,0.496992,0.752999,-0.687148,0.496984,0.753007,-0.687134
830,1,0.5,0.75,-0.693147,0.496394,0.746381,-0.700385,0.496386,0.746372,-0.700402
831,0,0.5,0.75,-0.693147,0.496999,0.752992,-0.687163,0.496992,0.752999,-0.687148
832,1,0.5,0.75,-0.693147,0.496403,0.74639,-0.700367,0.496394,0.746381,-0.700385
833,0,0.5,0.75,-0.693147,0.497006,0.752985,-0.687177,0.496999,0.752992,-0.687163
834,1,0.5,0.75,-0.693147,0.496411,0.746399,-0.70035,0.496403,0.74639,-0.700367
835,1,0.5,0.75,-0.693147,0.497013,0.747004,-0.699139,0.497006,0.746997,-0.699153
836,1,0.5,0.75,-0.693147,0.497613,0.747608,-0.697932,0.497608,0.747602,-0.697943
837,0,0.5,0.75,-0.693147,0.498212,0.751785,-0.689578,0.498208,0.751789,-0.689569
838,1,0.5,0.75,-0.693147,0.497619,0.747613,-0.69792,0.497613,0.747608,-0.697932
839,1,0.5,0.75,-0.693147,0.498216,0.748213,-0.696721,0.498212,0.748209,-0.696729
840,1,0.5,0.75,-0.693147,0.498812,0.748811,-0.695525,0.49881,0.748808,-0.695531
841,0,0.5,0.75,-0.693147,0.499407,0.750593,-0.691962,0.499405,0.750594,-0.691959
842,0,0.5,0.75,-0.693147,0.498815,0.751183,-0.69078,0.498812,0.751186,-0.690775
843,1,0.5,0.75,-0.693147,0.498225,0.748222,-0.696704,0.498221,0.748217,-0.696712
844,0,0.5,0.75,-0.693147,0.498818,0.751181,-0.690786,0.498815,0.751183,-0.69078
845,0,0.5,0.75,-0.693147,0.498229,0.751768,-0.689612,0.498225,0.751772,-0.689603
846,0,0.5,0.75,-0.693147,0.497642,0.752353,-0.688441,0.497636,0.752358,-0.68843
847,1,0.5,0.75,-0.693147,0.497055,0.747047,-0.699054,0.497048,0.74704,-0.699068
848,1,0.5,0.75,-0.693147,0.497647,0.747642,-0.697864,0.497642,0.747636,-0.697875
849,1,0.5,0.75,-0.693147,0.498237,0.748234,-0.696679,0.498233,0.74823,-0.696687
850,1,0.5,0.75,-0.693147,0.498826,0.748825,-0.695497,0.498824,0.748822,-0.695503
851,1,0.5,0.75,-0.693147,0.499414,0.749413,-0.69432,0.499412,0.749412,-0.694323
852,0,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
853,1,0.5,0.75,-0.693147,0.499415,0.749415,-0.694317,0.499414,0.749413,-0.69432
854,1,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
855,0,0.5,0.75,-0.693147,0.500583,0.749416,-0.694315,0.500585,0.749415,-0.694317
856,1,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
857,0,0.5,0.75,-0.693147,0.500582,0.749418,-0.694312,0.500583,0.749416,-0.694315
858,0,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
859,1,0.5,0.75,-0.693147,0.499419,0.749419,-0.694309,0.499418,0.749418,-0.694312
860,0,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
861,0,0.5,0.75,-0.693147,0.499421,0.750579,-0.691989,0.499419,0.75058,-0.691986
862,0,0.5,0.75,-0.693147,0.498843,0.751156,-0.690835,0.49884,0.751159,-0.69083
863,1,0.5,0.75,-0.693147,0.498266,0.748263,-0.696621,0.498262,0.748259,-0.696629
864,1,0.5,0.75,-0.693147,0.498845,0.748844,-0.695459,0.498843,0.748841,-0.695465
865,0,0.5,0.75,-0.693147,0.499423,0.750576,-0.691994,0.499422,0.750578,-0.691992
866,1,0.5,0.75,-0.693147,0.498848,0.748847,-0.695454,0.498845,0.748844,-0.695459
867,1,0.5,0.75,-0.693147,0.499425,0.749424,-0.694299,0.499423,0.749423,-0.694301
868,1,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
869,0,0.5,0.75,-0.693147,0.500574,0.749426,-0.694296,0.500575,0.749424,-0.694299
870,1,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
871,0,0.5,0.75,-0.693147,0.500573,0.749427,-0.694293,0.500574,0.749426,-0.694296
872,0,0.5,0.75,-0.693147,0.5,0.75,-0.693147,0.5,0.75,-0.693147
873,0,0.5,0.75,-0.693147,0.499429,0.750571,-0.692005,0.499427,0.750572,-0.692002
874,0,0.5,0.75,-0.693147,0.498858,0.75114,-0.690867,0.498856,0.751143,-0.690861
875,0,0.5,0.75,-0.693147,0.49829,0.751707,-0.689732,0.498286,0.751711,-0.689724
876,0,0.5,0.75,-0.693147,0.497722,0.752273,-0.688602,0.497717,0.752278,-0.688591
877,1,0.5,0.75,-0.693147,0.497156,0.747148,-0.698852,0.497149,0.747141,-0.698865
878,0,0.5,0.75,-0.693147,0.497727,0.752268,-0.688612,0.497722,0.752273,-0.688602
879,1,0.5,0.75,-0.693147,0.497162,0.747154,-0.698839,0.497156,0.747148,-0.698852
880,1,0.5,0.75,-0.693147,0.497732,0.747727,-0.697693,0.497727,0.747722,-0.697703
881,0,0.5,0.75,-0.693147,0.498301,0.751696,-0.689755,0.498297,0.7517,-0.689748
882,0,0.5,0.75,-0.693147,0.497738,0.752257,-0.688633,0.497732,0.752262,-0.688622
883,1,0.5,0.75,-0.693147,0.497175,0.747167,-0.698813,0.497169,0.747161,-0.698826
884,0,0.5,0.75,-0.693147,0.497743,0.752252,-0.688643,0.497738,0.752257,-0.688633
885,0,0.5,0.75,-0.693147,0.497182,0.752811,-0.687526,0.497175,0.752817,-0.687513
886,0,0.5,0.75,-0.693147,0.496622,0.753367,-0.686413,0.496614,0.753375,-0.686398
887,0,0.5,0.75,-0.693147,0.496063,0.753922,-0.685304,0.496054,0.75393,-0.685286
888,0,0.5,0.75,-0.693147,0.495506,0.754474,-0.684199,0.495495,0.754484,-0.684179
889,0,0.5,0.75,-0.693147,0.494949,0.755025,-0.683097,0.494938,0.755036,-0.683074
890,0,0.5,0.75,-0.693147,0.494395,0.755574,-0.681999,0.494382,0.755586,-0.681974
891,0,0.5,0.75,-0.693147,0.493841,0.756121,-0.680904,0.493827,0.756135,-0.680877
892,0,0.5,0.75,-0.693147,0.493289,0.756666,-0.679814,0.493274,0.756681,-0.679784
893,0,0.5,0.75,-0.693147,0.492737,0.75721,-0.678727,0.492721,0.757226,-0.678694
894,1,0.5,0.75,-0.693147,0.492188,0.742126,-0.708896,0.49217,0.742109,-0.708931
895,1,0.5,0.75,-0.693147,0.492754,0.742701,-0.707746,0.492737,0.742685,-0.707779
896,1,0.5,0.75,-0.693147,0.493318,0.743274,-0.7066,0.493304,0.743259,-0.706631
897,1,0.5,0.75,-0.693147,0.493882,0.743845,-0.705458,0.493868,0.743831,-0.705486
898,0,0.5,0.75,-0.693147,0.494444,0.755525,-0.682097,0.494432,0.755537,-0.682073
899,0,0.5,0.75,-0.693147,0.493896,0.756067,-0.681012,0.493882,0.75608,-0.680986
900,0,0.5,0.75,-0.693147,0.493348,0.756608,-0.679931,0.493333,0.756622,-0.679902
901,1,0.5,0.75,-0.693147,0.492802,0.74275,-0.707648,0.492786,0.742734,-0.707681
902,0,0.5,0.75,-0.693147,0.493363,0.756593,-0.67996,0.493348,0.756608,-0.679931
903,0,0.5,0.75,-0.693147,0.492818,0.757131,-0.678885,0.492802,0.757146,-0.678853
904,0,0.5,0.75,-0.693147,0.492274,0.757667,-0.677813,0.492257,0.757683,-0.677779
905,0,0.5,0.75,-0.693147,0.491731,0.758201,-0.676744,0.491713,0.758219,-0.676708
906,0,0.5,0.75,-0.693147,0.491189,0.758733,-0.675679,0.49117,0.758752,-0.675641
907,1,0.5,0.75,-0.693147,0.490649,0.740562,-0.712026,0.490628,0.740541,-0.712068
908,0,0.5,0.75,-0.693147,0.491209,0.758714,-0.675718,0.491189,0.758733,-0.675679
909,1,0.5,0.75,-0.693147,0.49067,0.740583,-0.711984,0.490649,0.740562,-0.712026
910,1,0.5,0.75,-0.693147,0.491228,0.741151,-0.710847,0.491209,0.741132,-0.710886
911,0,0.5,0.75,-0.693147,0.491785,0.758147,-0.676851,0.491767,0.758165,-0.676816
912,1,0.5,0.75,-0.693147,0.491247,0.741171,-0.710808,0.491228,0.741151,-0.710847
913,0,0.5,0.75,-0.693147,0.491803,0.75813,-0.676887,0.491785,0.758147,-0.676851
914,1,0.5,0.75,-0.693147,0.491266,0.74119,-0.710769,0.491247,0.741171,-0.710808
915,0,0.5,0.75,-0.693147,0.491821,0.758112,-0.676922,0.491803,0.75813,-0.676887
916,1,0.5,0.75,-0.693147,0.491285,0.741209,-0.71073,0.491266,0.74119,-0.710769
917,0,0.5,0.75,-0.693147,0.491839,0.758094,-0.676957,0.491821,0.758112,-0.676922
918,0,0.5,0.75,-0.693147,0.491304,0.75862,-0.675905,0.491285,0.758639,-0.675868
919,1,0.5,0.75,-0.693147,0.490771,0.740686,-0.711778,0.490751,0.740665,-0.711819
920,0,0.5,0.75,-0.693147,0.491323,0.758602,-0.675942,0.491304,0.75862,-0.675905
921,0,0.5,0.75,-0.693147,0.490791,0.759124,-0.674897,0.490771,0.759144,-0.674857
922,1,0.5,0.75,-0.693147,0.49026,0.740165,-0.71282,0.490239,0.740143,-0.712863
923,1,0.5,0.75,-0.693147,0.490811,0.740726,-0.711697,0.490791,0.740706,-0.711737
924,1,0.5,0.75,-0.693147,0.491361,0.741286,-0.710577,0.491342,0.741267,-0.710615
925,0,0.5,0.75,-0.693147,0.491909,0.758025,-0.677095,0.491892,0.758042,-0.677061
926,0,0.5,0.75,-0.693147,0.491379,0.758546,-0.676053,0.491361,0.758565,-0.676016
927,0,0.5,0.75,-0.693147,0.49085,0.759066,-0.675013,0.490831,0.759085,-0.674975
928,1,0.5,0.75,-0.693147,0.490323,0.740229,-0.712692,0.490302,0.740208,-0.712734
929,1,0.5,0.75,-0.693147,0.49087,0.740787,-0.711576,0.49085,0.740767,-0.711616
930,0,0.5,0.75,-0.693147,0.491416,0.75851,-0.676125,0.491398,0.758528,-0.676089
931,1,0.5,0.75,-0.693147,0.49089,0.740807,-0.711536,0.49087,0.740787,-0.711576
932,1,0.5,0.75,-0.693147,0.491435,0.741361,-0.710426,0.491416,0.741343,-0.710464
933,0,0.5,0.75,-0.693147,0.491979,0.757957,-0.677232,0.491961,0.757974,-0.677198
934,0,0.5,0.75,-0.693147,0.491453,0.758474,-0.676198,0.491435,0.758492,-0.676162
935,0,0.5,0.75,-0.693147,0.490928,0.758989,-0.675167,0.490909,0.759008,-0.675129
936,0,0.5,0.75,-0.693147,0.490405,0.759503,-0.674139,0.490385,0.759523,-0.674099
937,0,0.5,0.75,-0.693147,0.489883,0.760015,-0.673115,0.489861,0.760036,-0.673073
938,0,0.5,0.75,-0.693147,0.489362,0.760525,-0.672094,0.489339,0.760547,-0.672049
939,1,0.5,0.75,-0.693147,0.488842,0.738717,-0.715717,0.488818,0.738693,-0.715765
940,1,0.5,0.75,-0.693147,0.489384,0.739272,-0.714607,0.489362,0.739249,-0.714653
941,1,0.5,0.75,-0.693147,0.489926,0.739824,-0.713501,0.489904,0.739802,-0.713545
942,1,0.5,0.75,-0.693147,0.490466,0.740375,-0.712399,0.490446,0.740355,-0.71244
943,0,0.5,0.75,-0.693147,0.491005,0.758914,-0.675318,0.490986,0.758933,-0.67528
944,1,0.5,0.75,-0.693147,0.490486,0.740396,-0.712358,0.490466,0.740375,-0.712399
945,1,0.5,0.75,-0.693147,0.491024,0.740944,-0.711262,0.491005,0.740924,-0.7113
946,1,0.5,0.75,-0.693147,0.491561,0.74149,-0.710169,0.491543,0.741472,-0.710205
947,1,0.5,0.75,-0.693147,0.492097,0.742034,-0.70908,0.49208,0.742018,-0.709113
948,0,0.5,0.75,-0.693147,0.492632,0.757314,-0.678518,0.492616,0.757329,-0.678487
949,1,0.5,0.75,-0.693147,0.492114,0.742051,-0.709046,0.492097,0.742034,-0.70908
950,0,0.5,0.75,-0.693147,0.492647,0.757299,-0.678548,0.492632,0.757314,-0.678518
951,1,0.5,0.75,-0.693147,0.49213,0.742068,-0.709012,0.492114,0.742051,-0.709046
952,0,0.5,0.75,-0.693147,0.492662,0.757284,-0.678579,0.492647,0.757299,-0.678548
953,0,0.5,0.75,-0.693147,0.492147,0.757792,-0.677562,0.49213,0.757808,-0.67753
954,1,0.5,0.75,-0.693147,0.491632,0.741562,-0.710025,0.491614,0.741544,-0.710061
955,0,0.5,0.75,-0.693147,0.492163,0.757776,-0.677595,0.492147,0.757792,-0.677562
956,1,0.5,0.75,-0.693147,0.491649,0.74158,-0.70999,0.491632,0.741562,-0.710025
957,1,0.5,0.75,-0.693147,0.492179,0.742118,-0.708912,0.492163,0.742102,-0.708945
958,0,0.5,0.75,-0.693147,0.492708,0.757238,-0.678669,0.492693,0.757253,-0.678639
959,1,0.5,0.75,-0.693147,0.492196,0.742135,-0.708879,0.492179,0.742118,-0.708912
960,1,0.5,0.75,-0.693147,0.492723,0.742671,-0.707807,0.492708,0.742655,-0.707838
961,0,0.5,0.75,-0.693147,0.49325,0.756704,-0.679738,0.493236,0.756718,-0.67971
962,1,0.5,0.75,-0.693147,0.492739,0.742686,-0.707776,0.492723,0.742671,-0.707807
963,0,0.5,0.75,-0.693147,0.493264,0.75669,-0.679766,0.49325,0.756704,-0.679738
964,1,0.5,0.75,-0.693147,0.492754,0.742701,-0.707746,0.492739,0.742686,-0.707776
965,0,0.5,0.75,-0.693147,0.493278,0.756677,-0.679793,0.493264,0.75669,-0.679766
966,0,0.5,0.75,-0.693147,0.492769,0.757179,-0.678788,0.492754,0.757194,-0.678758
967,0,0.5,0.75,-0.693147,0.49226,0.75768,-0.677786,0.492244,0.757696,-0.677754
968,0,0.5,0.75,-0.693147,0.491753,0.758179,-0.676787,0.491736,0.758196,-0.676753
969,1,0.5,0.75,-0.693147,0.491246,0.74117,-0.71081,0.491228,0.741151,-0.710847
970,0,0.5,0.75,-0.693147,0.49177,0.758163,-0.67682,0.491753,0.758179,-0.676787
971,1,0.5,0.75,-0.693147,0.491264,0.741188,-0.710773,0.491246,0.74117,-0.71081
972,1,0.5,0.75,-0.693147,0.491786,0.741719,-0.709711,0.49177,0.741702,-0.709745
973,1,0.5,0.75,-0.693147,0.492308,0.742249,-0.708651,0.492292,0.742232,-0.708683
974,0,0.5,0.75,-0.693147,0.492828,0.757121,-0.678905,0.492813,0.757135,-0.678876
975,1,0.5,0.75,-0.693147,0.492323,0.742265,-0.708619,0.492308,0.742249,-0.708651
976,0,0.5,0.75,-0.693147,0.492843,0.757106,-0.678934,0.492828,0.757121,-0.678905
977,0,0.5,0.75,-0.693147,0.492339,0.757602,-0.677942,0.492323,0.757618,-0.677911
978,0,0.5,0.75,-0.693147,0.491837,0.758097,-0.676952,0.49182,0.758113,-0.67692
979,1,0.5,0.75,-0.693147,0.491335,0.74126,-0.710628,0.491318,0.741242,-0.710664
980,0,0.5,0.75,-0.693147,0.491853,0.75808,-0.676985,0.491837,0.758097,-0.676952
981,1,0.5,0.75,-0.693147,0.491353,0.741278,-0.710592,0.491335,0.74126,-0.710628
982,1,0.5,0.75,-0.693147,0.49187,0.741804,-0.709541,0.491853,0.741787,-0.709575
983,1,0.5,0.75,-0.693147,0.492386,0.742328,-0.708493,0.49237,0.742312,-0.708524
984,1,0.5,0.75,-0.693147,0.492901,0.74285,-0.707448,0.492886,0.742836,-0.707477
985,0,0.5,0.75,-0.693147,0.493414,0.756542,-0.680062,0.493401,0.756555,-0.680036
986,0,0.5,0.75,-0.693147,0.492915,0.757035,-0.679077,0.492901,0.757049,-0.679048
987,1,0.5,0.75,-0.693147,0.492417,0.742359,-0.70843,0.492401,0.742343,-0.708461
988,1,0.5,0.75,-0.693147,0.492929,0.742879,-0.70739,0.492915,0.742865,-0.707419
989,1,0.5,0.75,-0.693147,0.493441,0.743398,-0.706352,0.493428,0.743385,-0.706379
990,1,0.5,0.75,-0.693147,0.493952,0.743915,-0.705318,0.493939,0.743903,-0.705342
991,0,0.5,0.75,-0.693147,0.494461,0.755508,-0.682131,0.49445,0.755519,-0.682108
992,1,0.5,0.75,-0.693147,0.493964,0.743927,-0.705293,0.493952,0.743915,-0.705318
993,1,0.5,0.75,-0.693147,0.494472,0.744442,-0.704264,0.494461,0.744431,-0.704287
994,1,0.5,0.75,-0.693147,0.49498,0.744955,-0.703238,0.49497,0.744945,-0.703258
995,0,0.5,0.75,-0.693147,0.495486,0.754493,-0.684161,0.495477,0.754502,-0.684143
996,0,0.5,0.75,-0.693147,0.49499,0.754985,-0.683177,0.49498,0.754995,-0.683157
997,0,0.5,0.75,-0.693147,0.494494,0.755475,-0.682196,0.494483,0.755486,-0.682175
998,0,0.5,0.75,-0.693147,0.494,0.755964,-0.681219,0.493988,0.755976,-0.681195
999,0,0.5,0.75,-0.693147,0.493506,0.756451,-0.680244,0.493493,0.756464,-0.680218
